Año,Mes,Día,Fecha,Combustible,Consumo,Crecimiento Interanual,Categoría
2010,7,1,7/1/2010,Gasolina Regular,278700.49,-0.015686684,Gasolina Regular
2010,8,1,8/1/2010,Gasolina Regular,268917.79,0.004058345,Gasolina Regular
2010,9,1,9/1/2010,Gasolina Regular,266975.25,0.072213787,Gasolina Regular
2010,10,1,10/1/2010,Gasolina Regular,275031.21,0.022388473,Gasolina Regular
2010,11,1,11/1/2010,Gasolina Regular,273452.94,0.288960905,Gasolina Regular
2010,12,1,12/1/2010,Gasolina Regular,320807.17,0.080867427,Gasolina Regular
2011,1,1,1/1/2011,Gasolina Regular,285089.04,0.171559523,Gasolina Regular
2011,2,1,2/1/2011,Gasolina Regular,269301.38,0.084982982,Gasolina Regular
2011,3,1,3/1/2011,Gasolina Regular,281453.75,-0.123157186,Gasolina Regular
2011,4,1,4/1/2011,Gasolina Regular,285598.37,0.120553401,Gasolina Regular
2011,5,1,5/1/2011,Gasolina Regular,253277.88,0.060168986,Gasolina Regular
2011,6,1,6/1/2011,Gasolina Regular,290137.49,0.151812815,Gasolina Regular
2011,7,1,7/1/2011,Gasolina Regular,279283.36,0.002091385,Gasolina Regular
2011,8,1,8/1/2011,Gasolina Regular,256380.27,-0.046622129,Gasolina Regular
2011,9,1,9/1/2011,Gasolina Regular,256728.25,-0.038381835,Gasolina Regular
2011,10,1,10/1/2011,Gasolina Regular,242071.01,-0.119841672,Gasolina Regular
2011,11,1,11/1/2011,Gasolina Regular,231413.83,-0.15373435,Gasolina Regular
2011,12,1,12/1/2011,Gasolina Regular,291678.03,-0.090799529,Gasolina Regular
2012,1,1,1/1/2012,Gasolina Regular,261933.68,-0.081221502,Gasolina Regular
2012,2,1,2/1/2012,Gasolina Regular,253733.22,-0.057809433,Gasolina Regular
2012,3,1,3/1/2012,Gasolina Regular,290286.65,0.031383131,Gasolina Regular
2012,4,1,4/1/2012,Gasolina Regular,262615.28,-0.080473463,Gasolina Regular
2012,5,1,5/1/2012,Gasolina Regular,235374.04,-0.070688526,Gasolina Regular
2012,6,1,6/1/2012,Gasolina Regular,261012.58,-0.100383132,Gasolina Regular
2012,7,1,7/1/2012,Gasolina Regular,233061.35,-0.165502198,Gasolina Regular
2012,8,1,8/1/2012,Gasolina Regular,259165.94,0.010865384,Gasolina Regular
2012,9,1,9/1/2012,Gasolina Regular,228205.77,-0.111099889,Gasolina Regular
2012,10,1,10/1/2012,Gasolina Regular,261347.22,0.079630394,Gasolina Regular
2012,11,1,11/1/2012,Gasolina Regular,272657.82,0.178226124,Gasolina Regular
2012,12,1,12/1/2012,Gasolina Regular,310407.04,0.064211247,Gasolina Regular
2013,1,1,1/1/2013,Gasolina Regular,287985.59,0.099459947,Gasolina Regular
2013,2,1,2/1/2013,Gasolina Regular,259659.66,0.023356973,Gasolina Regular
2013,3,1,3/1/2013,Gasolina Regular,313075.45,0.078504471,Gasolina Regular
2013,4,1,4/1/2013,Gasolina Regular,330070.65,0.256860035,Gasolina Regular
2013,5,1,5/1/2013,Gasolina Regular,313131.36,0.330356398,Gasolina Regular
2013,6,1,6/1/2013,Gasolina Regular,287596.64,0.101849727,Gasolina Regular
2013,7,1,7/1/2013,Gasolina Regular,314185.61,0.348081138,Gasolina Regular
2013,8,1,8/1/2013,Gasolina Regular,288400.67,0.112803133,Gasolina Regular
2013,9,1,9/1/2013,Gasolina Regular,249357.42,0.092686745,Gasolina Regular
2013,10,1,10/1/2013,Gasolina Regular,314518.72,0.203451561,Gasolina Regular
2013,11,1,11/1/2013,Gasolina Regular,306638.45,0.124627381,Gasolina Regular
2013,12,1,12/1/2013,Gasolina Regular,339969.85,0.095238852,Gasolina Regular
2014,1,1,1/1/2014,Gasolina Regular,312139.77,0.083872877,Gasolina Regular
2014,2,1,2/1/2014,Gasolina Regular,312142.65,0.202122232,Gasolina Regular
2014,3,1,3/1/2014,Gasolina Regular,335869.63,0.072807306,Gasolina Regular
2014,4,1,4/1/2014,Gasolina Regular,349155.3,0.057819894,Gasolina Regular
2014,5,1,5/1/2014,Gasolina Regular,332737.37,0.062612732,Gasolina Regular
2014,6,1,6/1/2014,Gasolina Regular,303016.82,0.053617386,Gasolina Regular
2014,7,1,7/1/2014,Gasolina Regular,344659.64,0.096993717,Gasolina Regular
2014,8,1,8/1/2014,Gasolina Regular,326356.06,0.131606456,Gasolina Regular
2014,9,1,9/1/2014,Gasolina Regular,371327.13,0.489136076,Gasolina Regular
2014,10,1,10/1/2014,Gasolina Regular,343812.67,0.093138971,Gasolina Regular
2014,11,1,11/1/2014,Gasolina Regular,343918.56,0.121576762,Gasolina Regular
2014,12,1,12/1/2014,Gasolina Regular,464223.15,0.365483292,Gasolina Regular
2015,1,1,1/1/2015,Gasolina Regular,419102.72,0.342676455,Gasolina Regular
2015,2,1,2/1/2015,Gasolina Regular,398167.69,0.275595277,Gasolina Regular
2015,3,1,3/1/2015,Gasolina Regular,457246.14,0.361379831,Gasolina Regular
2015,4,1,4/1/2015,Gasolina Regular,413451.11,0.184146739,Gasolina Regular
2015,5,1,5/1/2015,Gasolina Regular,415570.95,0.248945828,Gasolina Regular
2015,6,1,6/1/2015,Gasolina Regular,414466.18,0.367799253,Gasolina Regular
2015,7,1,7/1/2015,Gasolina Regular,440729.53,0.278738439,Gasolina Regular
2015,8,1,8/1/2015,Gasolina Regular,439588.9,0.346961046,Gasolina Regular
2015,9,1,9/1/2015,Gasolina Regular,422826.59,0.13869027,Gasolina Regular
2015,10,1,10/1/2015,Gasolina Regular,448971.88,0.305861939,Gasolina Regular
2015,11,1,11/1/2015,Gasolina Regular,423841.82,0.232390075,Gasolina Regular
2015,12,1,12/1/2015,Gasolina Regular,499839.17,0.076721766,Gasolina Regular
2016,1,1,1/1/2016,Gasolina Regular,433180.34,0.033589904,Gasolina Regular
2016,2,1,2/1/2016,Gasolina Regular,450916.35,0.132478504,Gasolina Regular
2016,3,1,3/1/2016,Gasolina Regular,486255.94,0.063444603,Gasolina Regular
2016,4,1,4/1/2016,Gasolina Regular,467472.2,0.130658955,Gasolina Regular
2016,5,1,5/1/2016,Gasolina Regular,468710.38,0.127870897,Gasolina Regular
2016,6,1,6/1/2016,Gasolina Regular,450758.18,0.087563236,Gasolina Regular
2016,7,1,7/1/2016,Gasolina Regular,465270.48,0.055682563,Gasolina Regular
2016,8,1,8/1/2016,Gasolina Regular,485995.83,0.10556893,Gasolina Regular
2016,9,1,9/1/2016,Gasolina Regular,456946.75,0.080695398,Gasolina Regular
2016,10,1,10/1/2016,Gasolina Regular,476277.64,0.060818419,Gasolina Regular
2016,11,1,11/1/2016,Gasolina Regular,463726.21,0.094102064,Gasolina Regular
2016,12,1,12/1/2016,Gasolina Regular,524242.31,0.048821984,Gasolina Regular
2017,1,1,1/1/2017,Gasolina Regular,477291.93,0.10183193,Gasolina Regular
2017,2,1,2/1/2017,Gasolina Regular,453665.32,0.006096408,Gasolina Regular
2017,3,1,3/1/2017,Gasolina Regular,523943.6,0.077505809,Gasolina Regular
2017,4,1,4/1/2017,Gasolina Regular,500063.03,0.069717151,Gasolina Regular
2017,5,1,5/1/2017,Gasolina Regular,516884.37,0.102779866,Gasolina Regular
2017,6,1,6/1/2017,Gasolina Regular,478491.95,0.061526937,Gasolina Regular
2017,7,1,7/1/2017,Gasolina Regular,521730.41,0.121348619,Gasolina Regular
2017,8,1,8/1/2017,Gasolina Regular,514086.57,0.057800372,Gasolina Regular
2017,9,1,9/1/2017,Gasolina Regular,492618.55,0.078065551,Gasolina Regular
2017,10,1,10/1/2017,Gasolina Regular,512762.32,0.076603806,Gasolina Regular
2017,11,1,11/1/2017,Gasolina Regular,510631.29,0.101148218,Gasolina Regular
2017,12,1,12/1/2017,Gasolina Regular,574097.7,0.095099898,Gasolina Regular
2018,1,1,1/1/2018,Gasolina Regular,528763.3,0.107840436,Gasolina Regular
2018,2,1,2/1/2018,Gasolina Regular,502041.67,0.106634446,Gasolina Regular
2018,3,1,3/1/2018,Gasolina Regular,571052.13,0.089911452,Gasolina Regular
2018,4,1,4/1/2018,Gasolina Regular,526979.67,0.053826495,Gasolina Regular
2018,5,1,5/1/2018,Gasolina Regular,544395.17,0.053224283,Gasolina Regular
2018,6,1,6/1/2018,Gasolina Regular,518911.44,0.084472665,Gasolina Regular
2018,7,1,7/1/2018,Gasolina Regular,541811.12,0.038488671,Gasolina Regular
2018,8,1,8/1/2018,Gasolina Regular,570224.11,0.109198612,Gasolina Regular
2018,9,1,9/1/2018,Gasolina Regular,531285.29,0.078492253,Gasolina Regular
2018,10,1,10/1/2018,Gasolina Regular,573751.47,0.11894234,Gasolina Regular
2018,11,1,11/1/2018,Gasolina Regular,563417.57,0.10337455,Gasolina Regular
2018,12,1,12/1/2018,Gasolina Regular,632670.17,0.102025265,Gasolina Regular
2019,1,1,1/1/2019,Gasolina Regular,596682.75,0.12844963,Gasolina Regular
2019,2,1,2/1/2019,Gasolina Regular,559109.22,0.113670943,Gasolina Regular
2019,3,1,3/1/2019,Gasolina Regular,645266.77,0.129961235,Gasolina Regular
2019,4,1,4/1/2019,Gasolina Regular,657570.18,0.247809389,Gasolina Regular
2019,5,1,5/1/2019,Gasolina Regular,666748.63,0.224751186,Gasolina Regular
2019,6,1,6/1/2019,Gasolina Regular,641136.56,0.235541386,Gasolina Regular
2019,7,1,7/1/2019,Gasolina Regular,650150.78,0.199958354,Gasolina Regular
2019,8,1,8/1/2019,Gasolina Regular,668783.39,0.17284306,Gasolina Regular
2019,9,1,9/1/2019,Gasolina Regular,616079.3,0.159601652,Gasolina Regular
2019,10,1,10/1/2019,Gasolina Regular,669008.77,0.16602537,Gasolina Regular
2019,11,1,11/1/2019,Gasolina Regular,643070.35,0.141374327,Gasolina Regular
2019,12,1,12/1/2019,Gasolina Regular,706020.77,0.115938136,Gasolina Regular
2020,1,1,1/1/2020,Gasolina Regular,640011.73,0.072616445,Gasolina Regular
2020,2,1,2/1/2020,Gasolina Regular,652028,0.166190749,Gasolina Regular
2020,3,1,3/1/2020,Gasolina Regular,573586.73,-0.1110859,Gasolina Regular
2020,4,1,4/1/2020,Gasolina Regular,458420.85,-0.302856389,Gasolina Regular
2020,5,1,5/1/2020,Gasolina Regular,478771.83,-0.281930538,Gasolina Regular
2020,6,1,6/1/2020,Gasolina Regular,516933.6,-0.193723097,Gasolina Regular
2020,7,1,7/1/2020,Gasolina Regular,567052.5,-0.127813859,Gasolina Regular
2020,8,1,8/1/2020,Gasolina Regular,647375.58,-0.03201008,Gasolina Regular
2020,9,1,9/1/2020,Gasolina Regular,661665.58,0.073994176,Gasolina Regular
2020,10,1,10/1/2020,Gasolina Regular,680362.07,0.016970331,Gasolina Regular
2020,11,1,11/1/2020,Gasolina Regular,652630.16,0.014865885,Gasolina Regular
2020,12,1,12/1/2020,Gasolina Regular,768193.03,0.088060101,Gasolina Regular
2021,1,1,1/1/2021,Gasolina Regular,685942.85,0.07176606,Gasolina Regular
2021,2,1,2/1/2021,Gasolina Regular,,0.052014407,Gasolina Regular
2021,3,1,3/1/2021,Gasolina Regular,,0.195883402,Gasolina Regular
2021,4,1,4/1/2021,Gasolina Regular,,0.496316867,Gasolina Regular
2021,5,1,5/1/2021,Gasolina Regular,,0.43271347,Gasolina Regular
2021,6,1,6/1/2021,Gasolina Regular,,0.326945762,Gasolina Regular
2021,7,1,7/1/2021,Gasolina Regular,,0.209663744,Gasolina Regular
2021,8,1,8/1/2021,Gasolina Regular,,0.059574799,Gasolina Regular
2021,9,1,9/1/2021,Gasolina Regular,,0.036691148,Gasolina Regular
2021,10,1,10/1/2021,Gasolina Regular,,0.008202662,Gasolina Regular
2021,11,1,11/1/2021,Gasolina Regular,,0.051043749,Gasolina Regular
2021,12,1,12/1/2021,Gasolina Regular,,-0.107069678,Gasolina Regular
2022,1,1,1/1/2022,Gasolina Regular,,0,Gasolina Regular
2022,2,1,2/1/2022,Gasolina Regular,,0,Gasolina Regular
2022,3,1,3/1/2022,Gasolina Regular,,0,Gasolina Regular
2022,4,1,4/1/2022,Gasolina Regular,,0,Gasolina Regular
2022,5,1,5/1/2022,Gasolina Regular,,0,Gasolina Regular
2022,6,1,6/1/2022,Gasolina Regular,,0,Gasolina Regular
2000,1,1,1/1/2000,Gasolina Total,510802.02,,Gasolina Total
2000,2,1,2/1/2000,Gasolina Total,513297.27,,Gasolina Total
2000,3,1,3/1/2000,Gasolina Total,561409.85,,Gasolina Total
2000,4,1,4/1/2000,Gasolina Total,526328.48,,Gasolina Total
2000,5,1,5/1/2000,Gasolina Total,527832.31,,Gasolina Total
2000,6,1,6/1/2000,Gasolina Total,495436.44,,Gasolina Total
2000,7,1,7/1/2000,Gasolina Total,512862.7,,Gasolina Total
2000,8,1,8/1/2000,Gasolina Total,541400.37,,Gasolina Total
2000,9,1,9/1/2000,Gasolina Total,540362.68,,Gasolina Total
2000,10,1,10/1/2000,Gasolina Total,537450.28,,Gasolina Total
2000,11,1,11/1/2000,Gasolina Total,530015.56,,Gasolina Total
2000,12,1,12/1/2000,Gasolina Total,597008.26,,Gasolina Total
2001,1,1,1/1/2001,Gasolina Total,464790.13,-0.090077737,Gasolina Total
2001,2,1,2/1/2001,Gasolina Total,476322.21,-0.072034398,Gasolina Total
2001,3,1,3/1/2001,Gasolina Total,557565.48,-0.006847707,Gasolina Total
2001,4,1,4/1/2001,Gasolina Total,554510.15,0.053543882,Gasolina Total
2001,5,1,5/1/2001,Gasolina Total,518544.13,-0.017596839,Gasolina Total
2001,6,1,6/1/2001,Gasolina Total,510184.18,0.029767169,Gasolina Total
2001,7,1,7/1/2001,Gasolina Total,565482.21,0.102599604,Gasolina Total
2001,8,1,8/1/2001,Gasolina Total,553061.42,0.021538681,Gasolina Total
2001,9,1,9/1/2001,Gasolina Total,512686.31,-0.051218137,Gasolina Total
2001,10,1,10/1/2001,Gasolina Total,591502.58,0.100571722,Gasolina Total
2001,11,1,11/1/2001,Gasolina Total,562215.58,0.060752971,Gasolina Total
2001,12,1,12/1/2001,Gasolina Total,626771.58,0.049854118,Gasolina Total
2002,1,1,1/1/2002,Gasolina Total,569245.38,0.224736377,Gasolina Total
2002,2,1,2/1/2002,Gasolina Total,532037.13,0.116968974,Gasolina Total
2002,3,1,3/1/2002,Gasolina Total,597756.68,0.072083372,Gasolina Total
2002,4,1,4/1/2002,Gasolina Total,584507.6,0.054097206,Gasolina Total
2002,5,1,5/1/2002,Gasolina Total,576138.15,0.111068695,Gasolina Total
2002,6,1,6/1/2002,Gasolina Total,558768.01,0.095228021,Gasolina Total
2002,7,1,7/1/2002,Gasolina Total,601637.29,0.063936724,Gasolina Total
2002,8,1,8/1/2002,Gasolina Total,597596.39,0.080524456,Gasolina Total
2002,9,1,9/1/2002,Gasolina Total,524806.24,0.02364005,Gasolina Total
2002,10,1,10/1/2002,Gasolina Total,584692.44,-0.011513289,Gasolina Total
2002,11,1,11/1/2002,Gasolina Total,591964.03,0.052912888,Gasolina Total
2002,12,1,12/1/2002,Gasolina Total,600264.69,-0.042291149,Gasolina Total
2003,1,1,1/1/2003,Gasolina Total,570230.2,0.001730045,Gasolina Total
2003,2,1,2/1/2003,Gasolina Total,540115.42,0.015183696,Gasolina Total
2003,3,1,3/1/2003,Gasolina Total,563324.24,-0.057602769,Gasolina Total
2003,4,1,4/1/2003,Gasolina Total,596399.48,0.020345125,Gasolina Total
2003,5,1,5/1/2003,Gasolina Total,591031.45,0.025850224,Gasolina Total
2003,6,1,6/1/2003,Gasolina Total,515269.56,-0.077847066,Gasolina Total
2003,7,1,7/1/2003,Gasolina Total,551496.41,-0.083340712,Gasolina Total
2003,8,1,8/1/2003,Gasolina Total,527347.77,-0.117551948,Gasolina Total
2003,9,1,9/1/2003,Gasolina Total,523416.97,-0.002647206,Gasolina Total
2003,10,1,10/1/2003,Gasolina Total,601356.23,0.028500095,Gasolina Total
2003,11,1,11/1/2003,Gasolina Total,499150.23,-0.156789594,Gasolina Total
2003,12,1,12/1/2003,Gasolina Total,587409.65,-0.021415619,Gasolina Total
2004,1,1,1/1/2004,Gasolina Total,585523.29,0.026819151,Gasolina Total
2004,2,1,2/1/2004,Gasolina Total,519866.7,-0.037489617,Gasolina Total
2004,3,1,3/1/2004,Gasolina Total,586143.08,0.04050747,Gasolina Total
2004,4,1,4/1/2004,Gasolina Total,539975.73,-0.094607309,Gasolina Total
2004,5,1,5/1/2004,Gasolina Total,483338.63,-0.182211657,Gasolina Total
2004,6,1,6/1/2004,Gasolina Total,483594,-0.061473765,Gasolina Total
2004,7,1,7/1/2004,Gasolina Total,529056.07,-0.040689911,Gasolina Total
2004,8,1,8/1/2004,Gasolina Total,597737.08,0.13347797,Gasolina Total
2004,9,1,9/1/2004,Gasolina Total,558930.39,0.067849195,Gasolina Total
2004,10,1,10/1/2004,Gasolina Total,580765.08,-0.034241185,Gasolina Total
2004,11,1,11/1/2004,Gasolina Total,593008.25,0.188035614,Gasolina Total
2004,12,1,12/1/2004,Gasolina Total,665842.13,0.133522628,Gasolina Total
2005,1,1,1/1/2005,Gasolina Total,531283.74,-0.092634317,Gasolina Total
2005,2,1,2/1/2005,Gasolina Total,574544.44,0.105176462,Gasolina Total
2005,3,1,3/1/2005,Gasolina Total,641600.51,0.094614151,Gasolina Total
2005,4,1,4/1/2005,Gasolina Total,615382.05,0.13964761,Gasolina Total
2005,5,1,5/1/2005,Gasolina Total,530810.78,0.098217165,Gasolina Total
2005,6,1,6/1/2005,Gasolina Total,554068.61,0.145730944,Gasolina Total
2005,7,1,7/1/2005,Gasolina Total,602994.42,0.139755225,Gasolina Total
2005,8,1,8/1/2005,Gasolina Total,609567.5,0.019792013,Gasolina Total
2005,9,1,9/1/2005,Gasolina Total,575664.49,0.029939506,Gasolina Total
2005,10,1,10/1/2005,Gasolina Total,520322.8,-0.104073544,Gasolina Total
2005,11,1,11/1/2005,Gasolina Total,546120.26,-0.079068023,Gasolina Total
2005,12,1,12/1/2005,Gasolina Total,689723.65,0.03586664,Gasolina Total
2006,1,1,1/1/2006,Gasolina Total,593231.6,0.116600331,Gasolina Total
2006,2,1,2/1/2006,Gasolina Total,568495.65,-0.010527976,Gasolina Total
2006,3,1,3/1/2006,Gasolina Total,660650.44,0.029691264,Gasolina Total
2006,4,1,4/1/2006,Gasolina Total,615529.74,0.000239997,Gasolina Total
2006,5,1,5/1/2006,Gasolina Total,602543.45,0.13513793,Gasolina Total
2006,6,1,6/1/2006,Gasolina Total,560870.57,0.012276386,Gasolina Total
2006,7,1,7/1/2006,Gasolina Total,602508.61,-0.000805663,Gasolina Total
2006,8,1,8/1/2006,Gasolina Total,605787.42,-0.006201249,Gasolina Total
2006,9,1,9/1/2006,Gasolina Total,587094.96,0.019856132,Gasolina Total
2006,10,1,10/1/2006,Gasolina Total,603855.2,0.160539573,Gasolina Total
2006,11,1,11/1/2006,Gasolina Total,607464.48,0.11232731,Gasolina Total
2006,12,1,12/1/2006,Gasolina Total,688309.96,-0.002049647,Gasolina Total
2007,1,1,1/1/2007,Gasolina Total,634973.65,0.070363834,Gasolina Total
2007,2,1,2/1/2007,Gasolina Total,606417.05,0.06670482,Gasolina Total
2007,3,1,3/1/2007,Gasolina Total,693751,0.050102986,Gasolina Total
2007,4,1,4/1/2007,Gasolina Total,621268.79,0.009323757,Gasolina Total
2007,5,1,5/1/2007,Gasolina Total,650815.44,0.080113708,Gasolina Total
2007,6,1,6/1/2007,Gasolina Total,608465.27,0.084858615,Gasolina Total
2007,7,1,7/1/2007,Gasolina Total,636371.64,0.056203396,Gasolina Total
2007,8,1,8/1/2007,Gasolina Total,647654.1,0.069111174,Gasolina Total
2007,9,1,9/1/2007,Gasolina Total,597810.83,0.018252362,Gasolina Total
2007,10,1,10/1/2007,Gasolina Total,643752.58,0.066071104,Gasolina Total
2007,11,1,11/1/2007,Gasolina Total,635607.56,0.046328766,Gasolina Total
2007,12,1,12/1/2007,Gasolina Total,690936.91,0.003816522,Gasolina Total
2008,1,1,1/1/2008,Gasolina Total,616912.13,-0.028444519,Gasolina Total
2008,2,1,2/1/2008,Gasolina Total,623609.22,0.028350407,Gasolina Total
2008,3,1,3/1/2008,Gasolina Total,657918.35,-0.051650592,Gasolina Total
2008,4,1,4/1/2008,Gasolina Total,632880.81,0.018690815,Gasolina Total
2008,5,1,5/1/2008,Gasolina Total,627518.48,-0.035796569,Gasolina Total
2008,6,1,6/1/2008,Gasolina Total,538120.89,-0.115609524,Gasolina Total
2008,7,1,7/1/2008,Gasolina Total,603487.26,-0.051674804,Gasolina Total
2008,8,1,8/1/2008,Gasolina Total,605862.76,-0.064527253,Gasolina Total
2008,9,1,9/1/2008,Gasolina Total,586177.37,-0.019460102,Gasolina Total
2008,10,1,10/1/2008,Gasolina Total,625385.84,-0.028530744,Gasolina Total
2008,11,1,11/1/2008,Gasolina Total,614064.85,-0.033893099,Gasolina Total
2008,12,1,12/1/2008,Gasolina Total,761589.2,0.102255776,Gasolina Total
2009,1,1,1/1/2009,Gasolina Total,697758.66,0.131050317,Gasolina Total
2009,2,1,2/1/2009,Gasolina Total,679106.41,0.088993537,Gasolina Total
2009,3,1,3/1/2009,Gasolina Total,724591.97,0.101340265,Gasolina Total
2009,4,1,4/1/2009,Gasolina Total,745152.48,0.17739781,Gasolina Total
2009,5,1,5/1/2009,Gasolina Total,709372.16,0.13044027,Gasolina Total
2009,6,1,6/1/2009,Gasolina Total,645692.37,0.19990207,Gasolina Total
2009,7,1,7/1/2009,Gasolina Total,718398.14,0.190411443,Gasolina Total
2009,8,1,8/1/2009,Gasolina Total,677013.8,0.117437553,Gasolina Total
2009,9,1,9/1/2009,Gasolina Total,669233.13,0.141690492,Gasolina Total
2009,10,1,10/1/2009,Gasolina Total,690761.81,0.104537017,Gasolina Total
2009,11,1,11/1/2009,Gasolina Total,603904.72,-0.016545695,Gasolina Total
2009,12,1,12/1/2009,Gasolina Total,746647.58,-0.019619002,Gasolina Total
2010,1,1,1/1/2010,Gasolina Total,632409.9,-0.093655248,Gasolina Total
2010,2,1,2/1/2010,Gasolina Total,639403.62,-0.058463283,Gasolina Total
2010,3,1,3/1/2010,Gasolina Total,786650,0.085645484,Gasolina Total
2010,4,1,4/1/2010,Gasolina Total,641935.79,-0.138517542,Gasolina Total
2010,5,1,5/1/2010,Gasolina Total,620714.49,-0.124980476,Gasolina Total
2010,6,1,6/1/2010,Gasolina Total,637877.49,-0.012103101,Gasolina Total
2010,7,1,7/1/2010,Gasolina Total,701182.29,-0.023964219,Gasolina Total
2010,8,1,8/1/2010,Gasolina Total,679094.18,0.003072877,Gasolina Total
2010,9,1,9/1/2010,Gasolina Total,663405,-0.008708669,Gasolina Total
2010,10,1,10/1/2010,Gasolina Total,693336.28,0.003727001,Gasolina Total
2010,11,1,11/1/2010,Gasolina Total,683105.67,0.131148089,Gasolina Total
2010,12,1,12/1/2010,Gasolina Total,787573.95,0.054813504,Gasolina Total
2011,1,1,1/1/2011,Gasolina Total,696826.37,0.101858731,Gasolina Total
2011,2,1,2/1/2011,Gasolina Total,660432.48,0.03288824,Gasolina Total
2011,3,1,3/1/2011,Gasolina Total,674614.66,-0.142420822,Gasolina Total
2011,4,1,4/1/2011,Gasolina Total,672347.64,0.047375221,Gasolina Total
2011,5,1,5/1/2011,Gasolina Total,625154.63,0.007153273,Gasolina Total
2011,6,1,6/1/2011,Gasolina Total,670937.92,0.051828808,Gasolina Total
2011,7,1,7/1/2011,Gasolina Total,668578,-0.046499021,Gasolina Total
2011,8,1,8/1/2011,Gasolina Total,664874.78,-0.020938775,Gasolina Total
2011,9,1,9/1/2011,Gasolina Total,637181.48,-0.039528674,Gasolina Total
2011,10,1,10/1/2011,Gasolina Total,623380.51,-0.100897316,Gasolina Total
2011,11,1,11/1/2011,Gasolina Total,613285.67,-0.102209663,Gasolina Total
2011,12,1,12/1/2011,Gasolina Total,741582.13,-0.058396827,Gasolina Total
2012,1,1,1/1/2012,Gasolina Total,655715.62,-0.058997121,Gasolina Total
2012,2,1,2/1/2012,Gasolina Total,656366.77,-0.006156133,Gasolina Total
2012,3,1,3/1/2012,Gasolina Total,719821.15,0.067010833,Gasolina Total
2012,4,1,4/1/2012,Gasolina Total,651879.3,-0.03044309,Gasolina Total
2012,5,1,5/1/2012,Gasolina Total,641251.45,0.025748542,Gasolina Total
2012,6,1,6/1/2012,Gasolina Total,670123.82,-0.001213376,Gasolina Total
2012,7,1,7/1/2012,Gasolina Total,653431.95,-0.022654126,Gasolina Total
2012,8,1,8/1/2012,Gasolina Total,692993.96,0.042292445,Gasolina Total
2012,9,1,9/1/2012,Gasolina Total,606684.57,-0.047862204,Gasolina Total
2012,10,1,10/1/2012,Gasolina Total,675870.44,0.084202071,Gasolina Total
2012,11,1,11/1/2012,Gasolina Total,667409.29,0.088251891,Gasolina Total
2012,12,1,12/1/2012,Gasolina Total,752598.47,0.014855185,Gasolina Total
2013,1,1,1/1/2013,Gasolina Total,696543.04,0.062263913,Gasolina Total
2013,2,1,2/1/2013,Gasolina Total,620875.35,-0.054072542,Gasolina Total
2013,3,1,3/1/2013,Gasolina Total,726820.31,0.009723471,Gasolina Total
2013,4,1,4/1/2013,Gasolina Total,739308.95,0.134119384,Gasolina Total
2013,5,1,5/1/2013,Gasolina Total,716486.15,0.117324803,Gasolina Total
2013,6,1,6/1/2013,Gasolina Total,689608.71,0.029076552,Gasolina Total
2013,7,1,7/1/2013,Gasolina Total,739339.83,0.131471808,Gasolina Total
2013,8,1,8/1/2013,Gasolina Total,705368.82,0.017857096,Gasolina Total
2013,9,1,9/1/2013,Gasolina Total,628837.2,0.036514247,Gasolina Total
2013,10,1,10/1/2013,Gasolina Total,744698.41,0.101836041,Gasolina Total
2013,11,1,11/1/2013,Gasolina Total,711330.91,0.065809123,Gasolina Total
2013,12,1,12/1/2013,Gasolina Total,788105.2,0.04717885,Gasolina Total
2014,1,1,1/1/2014,Gasolina Total,724757.7,0.0405067,Gasolina Total
2014,2,1,2/1/2014,Gasolina Total,697573.23,0.123531849,Gasolina Total
2014,3,1,3/1/2014,Gasolina Total,770733.59,0.060418345,Gasolina Total
2014,4,1,4/1/2014,Gasolina Total,786625.37,0.064000875,Gasolina Total
2014,5,1,5/1/2014,Gasolina Total,760224.57,0.06104573,Gasolina Total
2014,6,1,6/1/2014,Gasolina Total,690315.92,0.001025524,Gasolina Total
2014,7,1,7/1/2014,Gasolina Total,783796.77,0.06013059,Gasolina Total
2014,8,1,8/1/2014,Gasolina Total,769309.16,0.090648095,Gasolina Total
2014,9,1,9/1/2014,Gasolina Total,782793.41,0.244826817,Gasolina Total
2014,10,1,10/1/2014,Gasolina Total,803735.15,0.079276039,Gasolina Total
2014,11,1,11/1/2014,Gasolina Total,780386.46,0.097079361,Gasolina Total
2014,12,1,12/1/2014,Gasolina Total,1003122.41,0.272828056,Gasolina Total
2015,1,1,1/1/2015,Gasolina Total,922238.42,0.272478264,Gasolina Total
2015,2,1,2/1/2015,Gasolina Total,852358.57,0.22189117,Gasolina Total
2015,3,1,3/1/2015,Gasolina Total,979125.4,0.270381118,Gasolina Total
2015,4,1,4/1/2015,Gasolina Total,900230.52,0.144420908,Gasolina Total
2015,5,1,5/1/2015,Gasolina Total,899165.78,0.182763377,Gasolina Total
2015,6,1,6/1/2015,Gasolina Total,895358.29,0.29702686,Gasolina Total
2015,7,1,7/1/2015,Gasolina Total,956052.19,0.219770515,Gasolina Total
2015,8,1,8/1/2015,Gasolina Total,953001.9,0.238776229,Gasolina Total
2015,9,1,9/1/2015,Gasolina Total,924484.63,0.18100717,Gasolina Total
2015,10,1,10/1/2015,Gasolina Total,981713.02,0.221438455,Gasolina Total
2015,11,1,11/1/2015,Gasolina Total,940328.77,0.204952697,Gasolina Total
